step,system_total_stopped,system_total_waiting_time,system_mean_waiting_time,system_mean_speed,TL_stopped,TL_accumulated_waiting_time,TL_average_speed,agents_total_stopped,agents_total_accumulated_waiting_time
1305.0,862,19760.0,14.476190476190476,0.9327668602098803,862,260437.0,0.030577988598987894,862,260437.0
1310.0,807,19242.0,14.045255474452555,0.9359358915184947,807,264115.0,0.03097029200154892,807,264115.0
1315.0,789,18636.0,13.57319737800437,0.9537438554110675,789,266408.0,0.032398603865120675,789,266408.0
1320.0,824,19709.0,14.312999273783587,0.901493026066008,824,270394.0,0.02990356369834917,824,270394.0
1325.0,867,22117.0,16.08509090909091,0.7981535754302427,867,272267.0,0.02250131598478662,867,272267.0
1330.0,900,24756.0,18.07007299270073,0.7418732383899881,900,275810.0,0.019458835183753197,900,275810.0
1335.0,916,27298.0,19.925547445255475,0.7127214633541703,916,279679.0,0.019361610174061863,916,279679.0
1340.0,908,28752.0,21.048316251830162,0.6863073860462194,908,279890.0,0.01704501570137823,908,279890.0
1345.0,913,30608.0,22.489346069066862,0.6833717906575794,913,284073.0,0.020078767238110147,913,284073.0
1350.0,903,31129.0,22.956489675516224,0.6721859287584929,903,283999.0,0.019563288421959712,903,283999.0
1355.0,882,32352.0,23.946706143597336,0.7107225483684073,882,287544.0,0.023293281315855712,882,287544.0
1360.0,887,33756.0,24.967455621301774,0.7258262815187695,887,291295.0,0.024358587258699802,887,291295.0
1365.0,907,35568.0,26.327165062916357,0.6585694442284084,907,294859.0,0.020648979605302195,907,294859.0
1370.0,938,37414.0,27.632200886262925,0.6753294853883605,938,295035.0,0.020805903010191668,938,295035.0
1375.0,853,36414.0,26.95336787564767,0.8069370394102718,853,292481.0,0.029267244037276346,853,292481.0
1380.0,873,37365.0,27.61640798226164,0.831489952339101,873,296534.0,0.02728646672080364,873,296534.0
1385.0,876,38633.0,28.59585492227979,0.8474439318268254,876,299724.0,0.028275660273242985,876,299724.0
1390.0,884,40665.0,30.099925980754996,0.840827211563277,884,304631.0,0.027500482271324858,884,304631.0
1395.0,892,42185.0,31.201923076923077,0.8030156066593747,892,307985.0,0.025951662887563724,892,307985.0
1400.0,901,43407.0,32.10576923076923,0.7570156388299598,901,312221.0,0.023025371245860692,901,312221.0
1405.0,879,43742.0,32.32963784183296,0.8054887626381103,879,311600.0,0.02666776435956925,879,311600.0
1410.0,882,38090.0,28.1939304219097,0.7836037944217248,882,316206.0,0.028375227946856672,882,316206.0
1415.0,937,38082.0,28.20888888888889,0.7472821446569071,937,318818.0,0.02575638530688542,937,318818.0
1420.0,944,37722.0,27.880266075388025,0.7490052393968287,944,322361.0,0.024901352019608473,944,322361.0
1425.0,919,36111.0,26.729089563286454,0.7743842393787133,919,322672.0,0.027942877362079403,919,322672.0
1430.0,930,34894.0,25.90497401633259,0.7643042024582841,930,325829.0,0.030100380769957198,930,325829.0
1435.0,925,34195.0,25.499627143922446,0.7379095293443392,925,329125.0,0.03030084889205895,925,329125.0
1440.0,931,34238.0,25.588938714499253,0.7315793770830222,931,333705.0,0.030939407493046436,931,333705.0
1445.0,913,33989.0,25.36492537313433,0.7763150112713139,913,331198.0,0.03191351100587804,913,331198.0
1450.0,880,31481.0,23.493283582089553,0.9165879442518987,880,332138.0,0.03920124968596735,880,332138.0
1455.0,888,32646.0,24.272118959107807,0.9140402651383052,888,337384.0,0.035608464694353185,888,337384.0
1460.0,902,34454.0,25.61635687732342,0.8451551495894969,902,341757.0,0.029292105348226252,902,341757.0
1465.0,916,36458.0,27.14668652271035,0.803471094886073,916,346093.0,0.0279635441957476,916,346093.0
1470.0,948,38582.0,28.728220402084883,0.7206873514865274,948,350144.0,0.023730815062348278,948,350144.0
1475.0,957,37915.0,28.126854599406528,0.7717941307312717,957,348768.0,0.025952434536856465,957,348768.0
1480.0,955,36999.0,27.467706013363028,0.7742166889236562,955,352319.0,0.02615120576143007,955,352319.0
1485.0,934,38238.0,28.36646884272997,0.7602456114508404,934,354449.0,0.026164885867302798,934,354449.0
1490.0,955,40113.0,29.75741839762611,0.6634103904935592,955,357957.0,0.020215032004761685,955,357957.0
1495.0,971,40570.0,29.9188790560472,0.718610390782957,971,356119.0,0.02349441234981753,971,356119.0
1500.0,975,40080.0,29.405722670579603,0.730333255595661,975,359341.0,0.022141003324223016,975,359341.0
1505.0,991,41450.0,30.433186490455213,0.6529150390605156,991,363508.0,0.019541863152100988,991,363508.0
1510.0,1006,42750.0,31.480117820324004,0.5832155119977297,1006,367773.0,0.016764492543644094,1006,367773.0
1515.0,1011,43641.0,32.13622974963181,0.5490190075768433,1011,372510.0,0.016131692648098748,1011,372510.0
1520.0,1030,46247.0,34.080324244657334,0.4945330483868389,1030,377638.0,0.013157178185922096,1030,377638.0
1525.0,1051,49346.0,36.36403831982314,0.46099189511146527,1051,382054.0,0.01112738586063553,1051,382054.0
1530.0,1059,52398.0,38.64159292035398,0.43646008904247763,1059,386694.0,0.011221146600890342,1059,386694.0
1535.0,1059,54458.0,40.220088626292466,0.40712102923020416,1059,391211.0,0.010178758188438015,1059,391211.0
1540.0,1050,55215.0,40.99109131403118,0.38454930713204183,1050,391567.0,0.011433577167914374,1050,391567.0
1545.0,1015,55449.0,41.16481069042316,0.4714714584120727,1015,395716.0,0.01607809752736128,1015,395716.0
1550.0,1030,57259.0,42.508537490720116,0.47763693464589685,1030,400960.0,0.014809228488387633,1030,400960.0
1555.0,1062,59973.0,44.655994043186894,0.4194623439651353,1062,406216.0,0.012261253355864879,1062,406216.0
1560.0,1035,57913.0,43.28325859491779,0.4167452862400597,1035,404621.0,0.013910952296051363,1035,404621.0
1565.0,1002,54407.0,40.662929745889386,0.4464181682247418,1002,408866.0,0.015604954782107112,1002,408866.0
1570.0,971,51460.0,38.40298507462686,0.5296752858183799,971,409438.0,0.018695569763328236,971,409438.0
1575.0,954,48219.0,36.01120238984316,0.5759692260645923,954,413920.0,0.019582575788284883,954,413920.0
1580.0,926,45923.0,34.245339299030576,0.6604879908909254,926,413844.0,0.02210821050972364,926,413844.0
1585.0,824,36670.0,27.345264727815064,0.8386271353994192,824,409491.0,0.0299321303541589,824,409491.0
1590.0,804,31101.0,23.17511177347243,0.9791938277242974,804,413201.0,0.03640774307098631,804,413201.0
1595.0,797,26299.0,19.596870342771982,1.0296198170264028,797,415206.0,0.03992143792789962,797,415206.0
1600.0,793,24531.0,18.320388349514563,1.0353634740289743,793,419397.0,0.04273845733426908,793,419397.0
1605.0,789,24056.0,17.938851603281133,1.0562774260069583,789,424900.0,0.04543231599527102,789,424900.0
1610.0,811,24205.0,18.063432835820894,1.0019124429368647,811,426314.0,0.042473820373088174,811,426314.0
1615.0,842,25827.0,19.30269058295964,0.9552732377865227,842,430486.0,0.04032337256402637,842,430486.0
1620.0,859,26759.0,20.044194756554308,0.8616749293910337,859,433954.0,0.03629772456346163,859,433954.0
1625.0,845,27589.0,20.728024042073628,0.8193486657910255,845,430571.0,0.034418354087348134,845,430571.0
1630.0,829,28100.0,21.143717080511664,0.8662825303479919,829,430711.0,0.03562165122428532,829,430711.0
1635.0,824,29518.0,22.244159758854558,0.9744652673550658,824,429663.0,0.037683530150325176,824,429663.0
1640.0,840,30366.0,23.021986353297955,0.9656356059076567,840,432098.0,0.036730979090380776,840,432098.0
1645.0,864,31985.0,24.378810975609756,0.8931096704127379,864,434092.0,0.03355082845879366,864,434092.0
1650.0,872,33653.0,25.767993874425727,0.8197912101172009,872,436082.0,0.031395926461425805,872,436082.0
1655.0,857,35468.0,27.220260936300843,0.833544614037506,857,432162.0,0.031118926681836873,857,432162.0
1660.0,859,36679.0,28.042048929663608,0.8960690503114629,859,435623.0,0.033443066632843736,859,435623.0
1665.0,875,38417.0,29.170083523158695,0.9048368756466983,875,439063.0,0.031556131727714626,875,439063.0
1670.0,892,40026.0,30.253968253968253,0.9008820943783424,892,442941.0,0.031074055185017387,892,442941.0
1675.0,926,43660.0,32.85176824680211,0.8487664294345588,926,446630.0,0.027413526013043768,926,446630.0
1680.0,942,46697.0,35.057807807807805,0.7833916512876875,942,451025.0,0.023556388956727802,942,451025.0
1685.0,919,49035.0,36.92394578313253,0.7618587601652159,919,447823.0,0.02476945660291736,919,447823.0
1690.0,897,50671.0,38.416224412433664,0.7166771277933905,897,452047.0,0.028762851054835913,897,452047.0
1695.0,922,53492.0,40.55496588324488,0.6843620836334334,922,456483.0,0.028598815563079243,922,456483.0
1700.0,933,55762.0,42.18003025718608,0.6914377176396296,933,460747.0,0.02864397879682689,933,460747.0
1705.0,930,54974.0,41.552532123960695,0.7105410484535816,930,456803.0,0.029530566861272547,930,456803.0
1710.0,884,51374.0,38.714393368500374,0.8260079009644183,884,455447.0,0.035897500764510835,884,455447.0
1715.0,899,49002.0,36.899096385542165,0.8817690419925548,899,453891.0,0.03567755986362124,899,453891.0
1720.0,900,46006.0,34.59097744360902,0.9205742479913973,900,455221.0,0.03480788230909815,900,455221.0
1725.0,899,45101.0,33.910526315789475,0.9444650367919823,899,452944.0,0.03428775509130905,899,452944.0
1730.0,855,42334.0,31.806160781367392,0.9598306726718077,855,455369.0,0.033449576045161154,855,455369.0
1735.0,878,41432.0,31.08177044261065,0.9691214462287426,878,458095.0,0.03174130089165667,878,458095.0
1740.0,901,40939.0,30.734984984984983,0.9033573050304072,901,461992.0,0.027364007910111756,901,461992.0
1745.0,891,39075.0,29.3796992481203,0.838098139928506,891,464162.0,0.024997711753786317,891,464162.0
1750.0,923,38674.0,29.165912518853695,0.7674121807007893,923,467816.0,0.021549642789606405,923,467816.0
1755.0,936,39264.0,29.566265060240966,0.7673715818181273,936,471670.0,0.020333856152441824,936,471670.0
1760.0,919,39291.0,29.58659638554217,0.7848753226149664,919,468629.0,0.020466492527173502,919,468629.0
1765.0,896,38804.0,29.286037735849057,0.7637990735777341,896,472218.0,0.021134385401034662,896,472218.0
1770.0,908,38278.0,28.889056603773586,0.7374571926822738,908,475636.0,0.020896407291152008,908,475636.0
1775.0,906,35956.0,27.21877365632097,0.6632989271560651,906,479048.0,0.020359652388061148,906,479048.0
1780.0,879,35277.0,26.725,0.6534910083222264,879,476866.0,0.020263075095246746,879,476866.0
1785.0,846,35017.0,26.689786585365855,0.6762396413408102,846,478108.0,0.024126813011891294,846,478108.0
1790.0,844,34245.0,26.24137931034483,0.6696322982742108,844,481570.0,0.024645984818468466,844,481570.0
1795.0,893,34990.0,26.81226053639847,0.6840904798911241,893,483820.0,0.023137971279173695,893,483820.0
1800.0,879,34609.0,26.479724560061207,0.6655239306265399,879,485622.0,0.022391644831683533,879,485622.0
1805.0,825,33508.0,25.59816653934301,0.7199299281231716,825,481350.0,0.024196463090105133,825,481350.0
1810.0,818,33134.0,25.331804281345565,0.7437362201988079,818,484160.0,0.023463997356564903,818,484160.0
1815.0,837,33039.0,25.27850038255547,0.7130331202066051,837,484917.0,0.020714756263074674,837,484917.0
1820.0,851,33286.0,25.545663852647735,0.673926786838194,851,488011.0,0.02132915433371081,851,488011.0
1825.0,887,33967.0,26.08832565284178,0.610811994301576,887,490823.0,0.01937178001895871,887,490823.0
1830.0,835,31880.0,24.523076923076925,0.6514210279748174,835,487290.0,0.02087263426887048,835,487290.0
1835.0,815,29930.0,22.95245398773006,0.7461023154822929,815,490588.0,0.026443967713264207,815,490588.0
1840.0,828,28442.0,21.761285386381026,0.7900220957040324,828,486385.0,0.028360770600505198,828,486385.0
1845.0,842,28472.0,21.800918836140887,0.7700210685818337,842,489072.0,0.028688205571909216,842,489072.0
1850.0,829,29181.0,22.412442396313363,0.8051836523236262,829,485143.0,0.03031532405542054,829,485143.0
1855.0,801,28468.0,21.88162951575711,0.941405438834221,801,483634.0,0.03574551820868378,801,483634.0
1860.0,781,27862.0,21.448806774441877,1.0758332305972556,781,479316.0,0.04052466739474373,781,479316.0
1865.0,771,27719.0,21.322307692307692,1.2578477477246857,771,474809.0,0.04496822310094352,771,474809.0
1870.0,719,25061.0,19.30739599383667,1.3754106226343172,719,471442.0,0.050240875700891904,719,471442.0
1875.0,678,23477.0,18.10100231303007,1.4314913588065674,678,469866.0,0.05305825605060135,678,469866.0
1880.0,639,21763.0,16.779491133384735,1.4682236140592269,639,472585.0,0.054558454786826915,639,472585.0
1885.0,615,20068.0,15.508500772797527,1.5632586091783516,615,466892.0,0.059593588197683754,615,466892.0
1890.0,523,14977.0,11.592105263157896,1.7308247421093184,523,461566.0,0.07153732781317595,523,461566.0
1895.0,549,14029.0,10.824845679012345,1.827382146685427,549,461460.0,0.07733752171458834,549,461460.0
1900.0,543,12949.0,9.9992277992278,1.809922377803124,543,461152.0,0.07843952121891266,543,461152.0
1905.0,573,12279.0,9.467232074016962,1.7259468375483602,573,461180.0,0.0741821750767906,573,461180.0
1910.0,563,12046.0,9.287586738627603,1.680842527063516,563,456876.0,0.07273863930468291,563,456876.0
1915.0,584,12461.0,9.592763664357198,1.6628385362353089,584,459686.0,0.07477639370661868,584,459686.0
1920.0,526,10817.0,8.372291021671826,1.6498934085283306,526,456208.0,0.07987529493291019,526,456208.0
1925.0,519,9590.0,7.457231726283048,1.550241394639807,519,455813.0,0.0768743900730655,519,455813.0
1930.0,537,8923.0,6.906346749226006,1.5164944567097622,537,455922.0,0.0732717998797924,537,455922.0
1935.0,577,8694.0,6.7291021671826625,1.3988999122817252,577,454238.0,0.06706476574903006,577,454238.0
1940.0,579,8287.0,6.414086687306502,1.290541332572036,579,449409.0,0.06190752279524795,579,449409.0
1945.0,594,7855.0,6.042307692307692,1.2165866829557197,594,449279.0,0.05701807481267844,594,449279.0
1950.0,631,8942.0,6.846860643185298,1.1228253913670194,631,450118.0,0.05266113792880195,631,450118.0
1955.0,690,10156.0,7.752671755725191,1.0505614287992506,690,450084.0,0.047645651245098786,690,450084.0
1960.0,692,10825.0,8.213201820940819,1.1294182123714303,692,446580.0,0.052435517295212015,692,446580.0
1965.0,716,11486.0,8.65561416729465,1.1068845701471746,716,449336.0,0.04873684696454913,716,449336.0
1970.0,731,11933.0,8.992464204973624,1.0715704405799535,731,447938.0,0.04653143382603207,731,447938.0
1975.0,745,12315.0,9.266365688487584,1.1105471106732263,745,446097.0,0.0486021835022775,745,446097.0
1980.0,777,13816.0,10.364591147786946,1.1654347706198693,777,444186.0,0.0465558962042995,777,444186.0
1985.0,831,15793.0,11.79462285287528,1.2454083215143825,831,441527.0,0.04644277061607281,831,441527.0
1990.0,832,17452.0,12.956198960653303,1.3036055822351589,832,444055.0,0.04885976780199684,832,444055.0
1995.0,775,17409.0,12.847970479704797,1.3696062283525272,775,436207.0,0.05199388549128536,775,436207.0
2000.0,742,15449.0,11.384672070744289,1.3517100628876733,742,440534.0,0.052084097397847244,742,440534.0
2005.0,757,14961.0,10.93640350877193,1.378808914488733,757,439003.0,0.05147862036542507,757,439003.0
2010.0,742,14700.0,10.675381263616558,1.377308531788234,742,439412.0,0.05026220162027886,742,439412.0
2015.0,758,15074.0,10.915278783490225,1.335483791159449,758,439391.0,0.04819760893439824,758,439391.0
2020.0,787,16069.0,11.593795093795094,1.2672951250443147,787,440228.0,0.044237693226317466,787,440228.0
2025.0,807,17176.0,12.330222541277818,1.2121122277839893,807,436620.0,0.03705207018078842,807,436620.0
2030.0,809,18579.0,13.356578001437814,1.1846232904822664,809,438371.0,0.035656500968535794,809,438371.0
2035.0,781,18649.0,13.484454085321765,1.145447480957666,781,432700.0,0.0369772787117596,781,432700.0
2040.0,726,16510.0,12.016011644832606,1.137818923156939,726,434604.0,0.04136198455591783,726,434604.0
2045.0,750,17004.0,12.448023426061493,1.0161073513280163,750,436641.0,0.036781881906017055,750,436641.0
2050.0,773,17853.0,13.079120879120879,0.9685380903001112,773,437362.0,0.03461453989079866,773,437362.0
2055.0,762,18543.0,13.60454878943507,0.9617941848889584,762,436224.0,0.037410167041357176,762,436224.0
2060.0,779,20125.0,14.765223771093178,1.0117952303191593,779,435065.0,0.0379141772423217,779,435065.0
2065.0,788,21270.0,15.65121412803532,0.9870295897701226,788,436519.0,0.037600023165668434,788,436519.0
2070.0,785,22309.0,16.415746872700517,1.0112431986667714,785,437729.0,0.03841034776290324,785,437729.0
2075.0,805,22212.0,16.416851441241686,0.9026760050859407,805,440274.0,0.035045506577168754,805,440274.0
2080.0,757,19411.0,14.314896755162241,0.9584979660450752,757,434258.0,0.0365865737214717,757,434258.0
2085.0,756,18184.0,13.410029498525073,0.9613158864973574,756,437899.0,0.0375612563816101,756,437899.0
2090.0,774,17883.0,13.178334561532793,0.9503292847070866,774,435025.0,0.0370445158825773,774,435025.0
2095.0,791,18490.0,13.61561119293078,0.9246063765195538,791,436474.0,0.0352001455256226,791,436474.0
2100.0,771,17881.0,13.138133725202056,0.920708610606601,771,436793.0,0.036101329759757786,771,436793.0
2105.0,776,17434.0,12.8379970544919,0.8528534781196354,776,437755.0,0.034313137949324723,776,437755.0
2110.0,807,17384.0,12.80117820324006,0.8367950884774845,807,436791.0,0.03355810597368628,807,436791.0
2115.0,799,17845.0,13.140648011782032,0.8786104880172381,799,437311.0,0.039168937388288104,799,437311.0
2120.0,809,18273.0,13.485608856088561,0.801739847765406,809,434805.0,0.033409693553586015,809,434805.0
2125.0,823,18506.0,13.657564575645756,0.7605074026845582,823,435294.0,0.031528394147016796,823,435294.0
2130.0,866,19452.0,14.334561532792925,0.7276031442167198,866,437467.0,0.0293443868588839,866,437467.0
2135.0,883,20694.0,15.204996326230713,0.7253272825391541,883,438761.0,0.02723608039747969,883,438761.0
2140.0,886,22046.0,16.21029411764706,0.668156348990434,886,439275.0,0.026294049030941707,886,439275.0
2145.0,865,23252.0,17.071953010279003,0.672884404093538,865,440747.0,0.028420993383798745,865,440747.0
2150.0,887,24773.0,18.202057310800882,0.5672359007150317,887,442699.0,0.024367535625581898,887,442699.0
2155.0,943,27561.0,20.22083639031548,0.48092823594401934,943,445461.0,0.01990289522158319,943,445461.0
2160.0,989,30164.0,22.065837600585223,0.4283257127860072,989,448499.0,0.01583847923379322,989,448499.0
2165.0,975,32223.0,23.50328227571116,0.478847800782124,975,447312.0,0.0172234933115432,975,447312.0
2170.0,968,34791.0,25.302545454545456,0.5506978878145449,968,449646.0,0.020299729464947545,968,449646.0
2175.0,1009,37759.0,27.50109249817917,0.5136039021719252,1009,452096.0,0.017913351211264725,1009,452096.0
2180.0,1027,40982.0,29.93571950328707,0.48550627284471404,1027,455572.0,0.018807664270357603,1027,455572.0
2185.0,1021,44190.0,32.27903579254931,0.4660297440259809,1021,458179.0,0.01895822582466603,1021,458179.0
2190.0,1029,47095.0,34.350838803792854,0.443761330888833,1029,460663.0,0.01792579079113069,1029,460663.0
2195.0,1017,46503.0,33.79578488372093,0.48289020918408204,1017,455728.0,0.01846891658993874,1017,455728.0
2200.0,1003,45317.0,32.98180494905386,0.5100706916837776,1003,458128.0,0.021902814754587083,1003,458128.0
2205.0,1010,45450.0,32.93478260869565,0.590363239452849,1010,456478.0,0.023750008685629154,1010,456478.0
2210.0,1006,46127.0,33.32875722543353,0.6496773931279103,1006,458570.0,0.025010516169026692,1006,458570.0
2215.0,1032,47325.0,34.095821325648416,0.6557774340537039,1032,460475.0,0.023862184446544168,1032,460475.0
2220.0,1063,49611.0,35.69136690647482,0.6242521290430032,1063,463529.0,0.021244197846880704,1063,463529.0
2225.0,1049,51259.0,36.850467289719624,0.6335760072973468,1049,461410.0,0.021210374315033146,1049,461410.0
2230.0,1037,51786.0,37.149210903873744,0.6963838031160486,1037,461874.0,0.024208699957746205,1037,461874.0
2235.0,1040,52230.0,37.41404011461318,0.6950905929038419,1040,465223.0,0.020856591664737963,1040,465223.0
2240.0,1028,52386.0,37.472103004291846,0.7554324657970624,1028,462073.0,0.022166632020217958,1028,462073.0
2245.0,994,47692.0,33.99287241625089,0.8742090530436454,994,460911.0,0.026772653908546207,994,460911.0
2250.0,947,42779.0,30.491090520313612,0.9023826306114392,947,462641.0,0.025377120065732447,947,462641.0
2255.0,959,43424.0,31.017142857142858,0.8952916965624601,959,463947.0,0.023972052980231102,959,463947.0
2260.0,946,43785.0,31.36461318051576,0.8617150305912386,946,465615.0,0.026872899727216366,946,465615.0
2265.0,888,43352.0,31.188489208633094,0.8383753509060625,888,463543.0,0.026887425084304528,888,463543.0
2270.0,851,41872.0,30.21067821067821,0.8959616838596843,851,459284.0,0.032520695556285444,851,459284.0
2275.0,850,42285.0,30.530685920577618,0.9293683783077161,850,460979.0,0.03287364144144046,850,460979.0
2280.0,853,41476.0,29.96820809248555,0.9828908046305213,853,461470.0,0.03780056626089305,853,461470.0
2285.0,827,40666.0,29.425470332850942,1.006392710310815,827,456173.0,0.04026178148290798,827,456173.0
2290.0,788,33454.0,24.294843863471314,1.0146565321566134,788,457928.0,0.0434091432153658,788,457928.0
2295.0,788,32948.0,23.979621542940322,1.0446571803406475,788,458228.0,0.045539572063656095,788,458228.0
2300.0,813,32646.0,23.77713037144938,1.0331863279737767,813,460224.0,0.04530938600268187,813,460224.0
2305.0,833,33632.0,24.602779809802488,0.9209769379716468,833,460535.0,0.041210360060213336,833,460535.0
2310.0,853,35713.0,26.2017608217168,0.867100019261717,853,463040.0,0.039559016022248795,853,463040.0
2315.0,869,36704.0,26.90909090909091,0.8381449361616632,869,463955.0,0.039182247155910406,869,463955.0
2320.0,860,37466.0,27.447619047619046,0.8236195307323346,860,461957.0,0.03622948491338611,860,461957.0
2325.0,850,38073.0,27.892307692307693,0.9024367998254635,850,462520.0,0.0409621555899103,850,462520.0
2330.0,866,38730.0,28.373626373626372,0.8776228673618003,866,464104.0,0.03846113369943153,866,464104.0
2335.0,869,38551.0,28.180555555555557,0.9363803402333187,869,457747.0,0.039396190542629876,869,457747.0
2340.0,855,39126.0,28.55912408759124,0.9303334445464312,855,458708.0,0.038094790898869225,855,458708.0
2345.0,866,40122.0,29.179636363636362,0.9549718060762666,866,456596.0,0.038258193394817175,866,456596.0
2350.0,880,40820.0,29.665697674418606,0.8826074721114398,880,458496.0,0.03434710275945059,880,458496.0
2355.0,910,42090.0,30.47791455467053,0.8596588864732339,910,457505.0,0.030833389476105946,910,457505.0
2360.0,919,43469.0,31.31772334293948,0.8654953609529816,919,457603.0,0.030037926879031115,919,457603.0
2365.0,934,44455.0,31.890243902439025,0.8286608494969047,934,459715.0,0.02780560335841731,934,459715.0
2370.0,972,46644.0,33.317142857142855,0.7761279954162729,972,461385.0,0.02294625842897905,972,461385.0
2375.0,997,48996.0,34.872597864768686,0.7240744295549288,997,463929.0,0.02025713012457124,997,463929.0
2380.0,1022,50566.0,35.88786373314407,0.6880548380191713,1022,461770.0,0.017931347209574088,1022,461770.0
2385.0,1016,51730.0,36.844729344729345,0.6913055415563447,1016,461458.0,0.018499531649034708,1016,461458.0
2390.0,1013,50917.0,36.214082503556185,0.7175960387932541,1013,463092.0,0.01971247559331691,1013,463092.0
2395.0,1007,50324.0,35.7923186344239,0.7180747966161826,1007,465683.0,0.019770035395443246,1007,465683.0
2400.0,1020,52263.0,37.250890947968635,0.6299892142565472,1020,468066.0,0.015823139835297772,1020,468066.0
2405.0,1026,53130.0,37.92291220556745,0.587262759557852,1026,470274.0,0.014850790979960704,1026,470274.0
2410.0,1048,55343.0,39.58726752503576,0.5290949294067222,1048,471824.0,0.013871552654153102,1048,471824.0
2415.0,1054,57858.0,41.59453630481668,0.45467114194611274,1054,474411.0,0.013788450766395491,1054,474411.0
2420.0,1029,50450.0,36.268871315600286,0.48422711337623875,1029,471983.0,0.014773355129869136,1029,471983.0
2425.0,1016,46981.0,33.823614110871134,0.5116518738286993,1016,474245.0,0.016077092329341597,1016,474245.0
2430.0,1033,47434.0,34.149748020158384,0.5277251855002982,1033,476851.0,0.014640303886788277,1033,476851.0
2435.0,1039,47649.0,34.27985611510791,0.5381101174284573,1039,479050.0,0.01372094187388116,1039,479050.0
2440.0,990,41762.0,30.17485549132948,0.5400383343530283,990,476499.0,0.017155264165018825,990,476499.0
2445.0,971,38632.0,28.034833091436866,0.5243231997548694,971,478842.0,0.01971780732939598,971,478842.0
2450.0,975,36133.0,26.22133526850508,0.507975624859431,975,481355.0,0.0174613766051728,975,481355.0
2455.0,1007,34621.0,25.124092888243833,0.5062556981166296,1007,483925.0,0.016708571887618838,1007,483925.0
2460.0,1030,35121.0,25.505446623093682,0.47740161161163724,1030,486051.0,0.0150188766689743,1030,486051.0
2465.0,1071,36839.0,26.67559739319334,0.4777725165138985,1071,488837.0,0.014659134990883985,1071,488837.0
2470.0,1055,37959.0,27.427023121387283,0.5140082674523639,1055,487147.0,0.01464116414228123,1055,487147.0
2475.0,1046,38357.0,27.714595375722542,0.5725227929875343,1046,489600.0,0.016418215941524258,1046,489600.0
2480.0,1044,39686.0,28.695589298626174,0.592306248071312,1044,491760.0,0.01596925055142872,1044,491760.0
2485.0,1044,40375.0,29.363636363636363,0.5481394936334831,1044,494023.0,0.017152714357575753,1044,494023.0
2490.0,980,39662.0,28.887108521485796,0.5960248987438752,980,492527.0,0.019034193717591852,980,492527.0
2495.0,945,38597.0,28.13192419825073,0.63063481915577,945,494053.0,0.020674046278282242,945,494053.0
2500.0,981,39299.0,28.685401459854013,0.5757108298499538,981,496001.0,0.0169353870487551,981,496001.0
2505.0,988,40387.0,29.544257498171177,0.5364422522614667,988,498071.0,0.01569101613536485,988,498071.0
2510.0,963,39548.0,28.972893772893773,0.5494510764785602,963,493657.0,0.016040195880273125,963,493657.0
2515.0,969,40508.0,29.65446559297218,0.576868178422655,969,495144.0,0.015501090362617187,969,495144.0
2520.0,942,39423.0,28.88131868131868,0.6269686221274758,942,496053.0,0.016744267408677734,942,496053.0
2525.0,964,39075.0,28.668378576669113,0.6392499099723247,964,498465.0,0.016708044403189248,964,498465.0
2530.0,956,39532.0,29.110456553755522,0.6432030268556593,956,493172.0,0.018375613082091853,956,493172.0
2535.0,948,41114.0,30.27540500736377,0.6677368548919799,948,494630.0,0.019403381740739797,948,494630.0
2540.0,973,43106.0,31.765659543109802,0.6688317803931069,973,496781.0,0.018666109310314632,973,496781.0
2545.0,1007,45328.0,33.45239852398524,0.5959922876158099,1007,499186.0,0.015338059483984026,1007,499186.0
2550.0,985,46483.0,34.40636565507032,0.5839873916779913,985,497608.0,0.016230540884369628,985,497608.0
2555.0,959,46051.0,34.06139053254438,0.6358783215434941,959,498978.0,0.02078435418173151,959,498978.0
2560.0,979,44971.0,33.262573964497044,0.6191913024217455,979,498536.0,0.01691388963780435,979,498536.0
2565.0,978,44863.0,33.23185185185185,0.6257179225489918,978,499112.0,0.017427750819116693,978,499112.0
2570.0,925,41601.0,30.930111524163568,0.6796000455415498,925,493187.0,0.022607795002232273,925,493187.0
2575.0,893,40232.0,29.97913561847988,0.7422033454745769,893,494289.0,0.02696866559607761,893,494289.0
2580.0,813,38719.0,28.87322893363162,0.8659137248948185,813,491068.0,0.03409280679408109,813,491068.0
2585.0,773,37006.0,27.657698056801195,1.00331251495405,773,491988.0,0.041415068883220406,773,491988.0
2590.0,770,34149.0,25.50336071695295,1.054722154741215,770,491339.0,0.04175749217158069,770,491339.0
2595.0,751,31309.0,23.505255255255257,1.0900936103492036,751,485094.0,0.04374589020857595,751,485094.0
2600.0,732,27237.0,20.4481981981982,1.1136081005166893,732,482222.0,0.0451037498521379,732,482222.0
2605.0,699,23361.0,17.472700074794314,1.1952106804212705,699,479545.0,0.04632833311652336,699,479545.0
2610.0,670,20003.0,14.972305389221557,1.141543393446931,670,479683.0,0.0441445980486273,670,479683.0
2615.0,686,18285.0,13.655713218820015,1.145553960299671,686,478419.0,0.044137286554964045,686,478419.0
2620.0,708,17460.0,13.04932735426009,1.1073051565362795,708,479947.0,0.04230460116803341,708,479947.0
2625.0,731,17420.0,12.990305741983594,1.1178041815448738,731,481501.0,0.04347784800115278,731,481501.0
