step,system_total_stopped,system_total_waiting_time,system_mean_waiting_time,system_mean_speed,t_stopped,t_accumulated_waiting_time,t_average_speed,agents_total_stopped,agents_total_accumulated_waiting_time
0.0,0,0.0,0.0,0.0,0,0.0,1.0,0,0.0
5.0,0,0.0,0.0,12.663446904084905,0,0.0,0.8948987078234459,0,0.0
10.0,0,0.0,0.0,12.203945439377206,0,0.0,0.8699248096499259,0,0.0
15.0,5,11.0,0.6111111111111112,4.721242911451883,5,11.0,0.3349436655715695,5,11.0
20.0,10,60.0,3.3333333333333335,5.153687568300258,10,60.0,0.3280925162842448,10,60.0
25.0,6,66.0,2.75,5.778451172077705,6,81.0,0.36267694792066363,6,81.0
30.0,12,117.0,5.318181818181818,5.039831575802196,12,117.0,0.2514738289637976,12,117.0
35.0,14,144.0,5.538461538461538,5.131150946996606,14,144.0,0.25610181301446994,14,144.0
40.0,16,216.0,7.714285714285714,4.587258362947552,16,216.0,0.2792097352489619,16,216.0
45.0,14,147.0,4.59375,4.916701805017111,14,240.0,0.3043985303317426,14,240.0
50.0,8,76.0,2.375,4.980501243153293,8,195.0,0.23838344803869227,8,195.0
55.0,10,123.0,3.4166666666666665,7.784409243715197,10,152.0,0.37291012084536584,10,152.0
60.0,12,176.0,5.5,5.1715496044701315,12,205.0,0.19756754796641654,12,205.0
65.0,20,264.0,8.0,3.4385020614501025,20,293.0,0.18246510704652139,20,293.0
70.0,20,300.0,10.0,2.3058721991162603,20,362.0,0.1530750285203199,20,362.0
75.0,25,416.0,9.904761904761905,4.708436487533674,25,445.0,0.2742208514291451,25,445.0
80.0,26,545.0,12.976190476190476,4.6519033513456565,26,574.0,0.26739035643067305,26,574.0
85.0,31,684.0,15.545454545454545,2.5143682231626148,31,713.0,0.15146228286345087,31,713.0
90.0,30,683.0,15.522727272727273,1.8796509744849252,30,806.0,0.08993771278691667,30,806.0
95.0,27,598.0,12.458333333333334,3.508649073097392,27,815.0,0.13100824918484533,27,815.0
100.0,16,248.0,5.166666666666667,3.4904392769110113,16,777.0,0.14046669288001573,16,777.0
105.0,12,116.0,2.4166666666666665,4.33122278488385,12,618.0,0.2083620755535062,12,618.0
110.0,16,143.0,2.75,4.401567325019823,16,585.0,0.22330761930245954,16,585.0
115.0,19,174.0,3.411764705882353,5.0166694391221895,19,542.0,0.2412064747178889,19,542.0
120.0,16,224.0,4.571428571428571,4.8346997208115745,16,485.0,0.16281749625016873,16,485.0
125.0,21,311.0,6.479166666666667,4.413031703875926,21,577.0,0.2180092967954018,21,577.0
130.0,27,436.0,9.688888888888888,2.139679270246972,27,702.0,0.1201075696161971,27,702.0
135.0,29,448.0,9.53191489361702,1.8507370476198715,29,735.0,0.11601758907109486,29,735.0
140.0,29,474.0,9.673469387755102,2.840917453978744,29,689.0,0.10792535472789214,29,689.0
