step,system_total_stopped,system_total_waiting_time,system_mean_waiting_time,system_mean_speed,t_stopped,t_accumulated_waiting_time,t_average_speed,agents_total_stopped,agents_total_accumulated_waiting_time
0.0,0,0.0,0.0,0.0,0,0.0,1.0,0,0.0
5.0,0,0.0,0.0,13.321714789954457,0,0.0,0.9230659322696971,0,0.0
10.0,0,0.0,0.0,11.585111409979435,0,0.0,0.8154431249913082,0,0.0
15.0,4,6.0,0.3333333333333333,6.368523105235939,4,6.0,0.40816627840802433,4,6.0
20.0,8,44.0,2.4444444444444446,7.446438122176478,8,44.0,0.3776262897261521,8,44.0
25.0,6,44.0,1.8333333333333333,6.738476583151943,6,60.0,0.3656854126226182,6,60.0
30.0,6,74.0,3.7,8.684869140584073,6,74.0,0.46144558095251037,6,74.0
35.0,8,106.0,4.416666666666667,6.924534377683032,8,106.0,0.2697896767853343,8,106.0
40.0,12,161.0,6.44,6.356448808346939,12,161.0,0.41359380149317176,12,161.0
45.0,8,182.0,7.0,5.680875485314848,8,195.0,0.4229697723584127,8,195.0
50.0,10,226.0,8.071428571428571,6.117529855078217,10,226.0,0.3295330164521198,10,226.0
55.0,10,276.0,8.625,6.430140867158141,10,276.0,0.31439495059487005,10,276.0
60.0,14,340.0,12.142857142857142,5.365082890301542,14,340.0,0.19165246859403787,14,340.0
65.0,12,384.0,12.8,5.345110757003312,12,396.0,0.30134688277526317,12,396.0
70.0,12,444.0,17.076923076923077,5.7931609625847535,12,444.0,0.24985115303308925,12,444.0
75.0,14,512.0,13.473684210526315,8.120888107513675,14,512.0,0.4295359895775486,14,512.0
80.0,14,582.0,17.636363636363637,6.952577587468285,14,582.0,0.38270020192605414,14,582.0
85.0,16,655.0,18.714285714285715,4.937308947982989,16,655.0,0.2907741140751975,16,655.0
90.0,18,744.0,23.25,3.646019235892405,18,745.0,0.21865843231104728,18,745.0
95.0,22,847.0,23.52777777777778,4.093857921041517,22,847.0,0.18002246404994468,22,847.0
100.0,21,766.0,21.27777777777778,4.312422640320829,21,791.0,0.20465484131896697,21,791.0
105.0,24,878.0,24.38888888888889,2.9448290838993185,24,878.0,0.13344722866905706,24,878.0
110.0,22,922.0,21.952380952380953,4.751218943723289,22,965.0,0.2758992363104347,22,965.0
115.0,18,999.0,24.975,5.143262943809074,18,1014.0,0.2814085411933941,18,1014.0
120.0,16,525.0,12.804878048780488,4.497122418907817,16,890.0,0.2151858184990476,16,890.0
125.0,15,102.0,2.372093023255814,5.200050774254348,15,619.0,0.234195845309836,15,619.0
130.0,11,56.0,1.3658536585365855,5.519458227853348,11,513.0,0.25380137617567455,11,513.0
135.0,10,81.0,1.975609756097561,5.566452261671283,10,528.0,0.23499134605057279,10,528.0
140.0,18,159.0,4.076923076923077,6.027200317105458,18,586.0,0.23493826800475887,18,586.0
145.0,16,171.0,4.071428571428571,6.27856541160479,16,523.0,0.30797758753261906,16,523.0
150.0,8,132.0,3.2195121951219514,7.0526514698842355,8,268.0,0.43203028105353675,8,268.0
155.0,11,185.0,4.743589743589744,6.9784396466681144,11,217.0,0.35753230665345836,11,217.0
160.0,18,193.0,4.595238095238095,5.005440671736339,18,263.0,0.21641544695053966,18,263.0
165.0,16,253.0,6.837837837837838,5.569777117029039,16,297.0,0.20046100427348174,16,297.0
170.0,17,334.0,8.564102564102564,6.718047242034957,17,366.0,0.26469349011406185,17,366.0
175.0,18,424.0,12.470588235294118,5.871360035722409,18,456.0,0.22607882851766126,18,456.0
180.0,20,516.0,15.176470588235293,5.316283246586716,20,548.0,0.18965312668543724,20,548.0
185.0,14,464.0,13.647058823529411,5.615110078982723,14,570.0,0.33680842949598605,14,570.0
190.0,12,476.0,12.864864864864865,5.796350157960348,12,521.0,0.30829138583733906,12,521.0
195.0,16,534.0,14.833333333333334,4.717391660044502,16,567.0,0.22549459194714136,16,567.0
200.0,19,624.0,16.42105263157895,5.905616792107747,19,653.0,0.25201959208285496,19,653.0
205.0,15,674.0,19.257142857142856,5.688005858384974,15,701.0,0.25946496210602493,15,701.0
210.0,16,751.0,21.457142857142856,5.62804008929838,16,751.0,0.2512885528186373,16,751.0
215.0,19,844.0,26.375,4.81613318052357,19,844.0,0.1747854637919778,19,844.0
220.0,14,881.0,22.025,5.892123333259638,14,906.0,0.35935327389729815,14,906.0
225.0,14,951.0,25.026315789473685,6.7924474808583915,14,951.0,0.3817895687534059,14,951.0
230.0,22,1042.0,25.414634146341463,5.0639961245986,22,1042.0,0.19410791607718714,22,1042.0
235.0,26,1166.0,33.31428571428572,3.120066922032039,26,1166.0,0.16257183928470698,26,1166.0
240.0,22,1247.0,32.81578947368421,2.9366564408529143,22,1270.0,0.16174232809464525,22,1270.0
245.0,22,1343.0,35.3421052631579,4.580745814468114,22,1348.0,0.19469380238716028,22,1348.0
250.0,22,1453.0,34.595238095238095,6.110986601509781,22,1453.0,0.2572130545806037,22,1453.0
255.0,19,1314.0,30.558139534883722,5.512689421487451,19,1365.0,0.27544809971270384,19,1365.0
260.0,22,1421.0,33.04651162790697,4.8735557974249994,22,1421.0,0.22840803512884364,22,1421.0
265.0,25,1527.0,37.24390243902439,3.6597573188603585,25,1535.0,0.17255595234823526,25,1535.0
270.0,26,1657.0,40.41463414634146,4.308958166257915,26,1657.0,0.23451336381071572,26,1657.0
275.0,26,1787.0,43.58536585365854,4.213771008395461,26,1787.0,0.11444890548259888,26,1787.0
280.0,28,1926.0,44.7906976744186,4.091945448098231,28,1926.0,0.20878858167437694,28,1926.0
285.0,32,2076.0,54.63157894736842,1.7443960442501723,32,2076.0,0.12113311014322849,32,2076.0
290.0,34,2240.0,46.666666666666664,3.0326514754491343,34,2240.0,0.21196403994392987,34,2240.0
295.0,32,2175.0,43.5,2.6125689133410095,32,2311.0,0.1798383553065036,32,2311.0
300.0,32,2269.0,43.63461538461539,2.962527054288416,32,2304.0,0.13386098937711172,32,2304.0
305.0,35,2333.0,41.660714285714285,3.170165566164484,35,2433.0,0.13023015588129352,35,2433.0
310.0,31,2452.0,43.785714285714285,3.9167051444834198,31,2528.0,0.1402183259524959,31,2528.0
315.0,33,2590.0,47.09090909090909,3.782563054697468,33,2654.0,0.15252600090571627,33,2654.0
320.0,40,2778.0,52.41509433962264,2.497315407954914,40,2842.0,0.08789011356100439,40,2842.0
325.0,40,2930.0,53.27272727272727,2.5813308530637133,40,3009.0,0.13777158751250485,40,3009.0
330.0,33,3061.0,54.660714285714285,2.7279873063102826,33,3139.0,0.10868598510324658,33,3139.0
335.0,42,3244.0,54.06666666666667,2.4595212721119633,42,3322.0,0.0958210110193281,42,3322.0
340.0,49,3479.0,58.96610169491525,1.3213635317951717,49,3557.0,0.05636299316337025,49,3557.0
345.0,54,3737.0,62.28333333333333,0.9381898408007784,54,3815.0,0.06694809265747842,54,3815.0
350.0,52,3920.0,63.225806451612904,0.8362777495743676,52,4038.0,0.050882590929147396,52,4038.0
355.0,44,4048.0,61.333333333333336,2.5607272800980647,44,4198.0,0.11849010148365749,44,4198.0
360.0,43,4241.0,65.24615384615385,3.0434928523892566,43,4327.0,0.07142998787280948,43,4327.0
365.0,43,4456.0,60.21621621621622,4.716684495197405,43,4502.0,0.20675633295306367,43,4502.0
370.0,47,4683.0,68.86764705882354,3.614966766039726,47,4718.0,0.1081042116872994,47,4718.0
375.0,46,3478.0,51.14705882352941,2.631430233260527,46,4450.0,0.1045933790738974,46,4450.0
380.0,39,1912.0,29.415384615384614,3.078400980289996,39,3722.0,0.11592768659614723,39,3722.0
385.0,33,1224.0,18.26865671641791,4.225587990361939,33,2730.0,0.16202981698309238,33,2730.0
390.0,25,1078.0,17.11111111111111,3.715657118979453,25,2850.0,0.16835043816756165,25,2850.0
395.0,29,1203.0,19.095238095238095,3.9497046394386714,29,2960.0,0.18089861125002374,29,2960.0
400.0,29,1315.0,20.23076923076923,3.711373311249954,29,2794.0,0.17265724366595298,29,2794.0
405.0,36,1443.0,22.904761904761905,2.787806739987105,36,2393.0,0.11877471932478346,36,2393.0
410.0,34,1605.0,25.078125,4.105058700829898,34,1963.0,0.1731849298593627,34,1963.0
415.0,33,1700.0,26.153846153846153,3.612113756125078,33,2095.0,0.14656515305317777,33,2095.0
420.0,34,1822.0,31.413793103448278,2.938298109435097,34,2217.0,0.09719928999065425,34,2217.0
425.0,34,1296.0,20.903225806451612,3.201501200039959,34,2116.0,0.12966994701560447,34,2116.0
430.0,32,601.0,10.543859649122806,3.033074847980914,32,1811.0,0.11589404978080309,32,1811.0
435.0,27,425.0,6.343283582089552,5.016058265842228,27,1373.0,0.26536201311479896,27,1373.0
440.0,24,381.0,5.953125,4.616031205463019,24,1347.0,0.25415976128443607,24,1347.0
445.0,26,380.0,5.846153846153846,3.963058081162814,26,1221.0,0.18983333833374885,26,1221.0
450.0,34,407.0,6.672131147540983,2.5504172315176237,34,1322.0,0.09723415817218226,34,1322.0
455.0,35,418.0,6.852459016393443,2.9691734306702604,35,1394.0,0.11518651466898149,35,1394.0
460.0,28,488.0,8.0,2.9971741412014157,28,1429.0,0.12014197646870091,28,1429.0
465.0,31,603.0,9.885245901639344,3.3653739618535945,31,1459.0,0.13655215569515067,31,1459.0
470.0,37,619.0,9.671875,3.3521732362519994,37,1432.0,0.1488874614076609,37,1432.0
475.0,33,551.0,9.183333333333334,3.218449327435891,33,1183.0,0.15601977412543855,33,1183.0
480.0,26,507.0,8.17741935483871,3.0958664747615385,26,1191.0,0.1322036846534214,26,1191.0
485.0,30,495.0,7.857142857142857,3.681095185278684,30,1195.0,0.1355743276907041,30,1195.0
490.0,29,542.0,9.033333333333333,3.5041547211357615,29,1185.0,0.08156171274841474,29,1185.0
495.0,29,659.0,10.983333333333333,5.211636246647207,29,1244.0,0.20330012651811696,29,1244.0
500.0,26,442.0,7.620689655172414,4.262680657632349,26,1119.0,0.16961063129391252,26,1119.0
505.0,33,594.0,10.607142857142858,3.7243681772038424,33,1164.0,0.18666780667294813,33,1164.0
510.0,39,776.0,12.933333333333334,3.3215320099649,39,1346.0,0.18618809794792537,39,1346.0
515.0,40,910.0,16.25,1.0177713094482324,40,1498.0,0.05977107677463559,40,1498.0
520.0,41,1038.0,16.741935483870968,2.74683341458858,41,1613.0,0.13108601352174076,41,1613.0
525.0,36,1187.0,19.459016393442624,3.0693362623955274,36,1719.0,0.06553976110674829,36,1719.0
530.0,31,1022.0,16.22222222222222,3.623082124890422,31,1753.0,0.17796135003135838,31,1753.0
535.0,32,1019.0,17.271186440677965,2.810777207954993,32,1629.0,0.0826414916342552,32,1629.0
540.0,41,1167.0,19.45,2.6696525828505346,41,1777.0,0.07596342379633637,41,1777.0
545.0,47,1395.0,22.5,1.9601984245057262,47,2005.0,0.0776916495485852,47,2005.0
550.0,48,1601.0,25.41269841269841,2.145537878556615,48,2170.0,0.11968284785926109,48,2170.0
555.0,50,1845.0,29.285714285714285,1.9037014799250573,50,2347.0,0.06027768437596324,50,2347.0
560.0,48,1938.0,28.925373134328357,2.2711522072038726,48,2528.0,0.06124408085834046,48,2528.0
565.0,43,1921.0,29.553846153846155,2.7452565968463483,43,2624.0,0.08596814926782517,43,2624.0
570.0,37,1968.0,29.818181818181817,3.608590363468984,37,2658.0,0.10671817305851937,37,2658.0
