step,system_total_stopped,system_total_waiting_time,system_mean_waiting_time,system_mean_speed,t_stopped,t_accumulated_waiting_time,t_average_speed,agents_total_stopped,agents_total_accumulated_waiting_time
0.0,0,0.0,0.0,0.0,0,0.0,1.0,0,0.0
5.0,0,0.0,0.0,11.750406199946555,0,0.0,0.873529870878076,0,0.0
10.0,0,0.0,0.0,11.704916513742619,0,0.0,0.874855199199383,0,0.0
15.0,2,3.0,0.16666666666666666,5.832062310905631,2,3.0,0.37756323528228475,2,3.0
20.0,10,42.0,2.3333333333333335,5.493102544169239,10,42.0,0.32988558927319434,10,42.0
25.0,10,74.0,3.217391304347826,5.039723996623146,10,74.0,0.3324777955787771,10,74.0
30.0,12,131.0,5.954545454545454,5.0690202815908485,12,131.0,0.24256091853398498,12,131.0
35.0,15,199.0,7.653846153846154,4.56629165297802,15,199.0,0.23273660511313754,15,199.0
40.0,18,284.0,10.142857142857142,3.30382251491572,18,284.0,0.2400811246821764,18,284.0
45.0,20,371.0,11.59375,3.894709528838445,20,371.0,0.28248450439941936,20,371.0
50.0,24,477.0,14.029411764705882,2.8525015907397964,24,477.0,0.1519840916387679,24,477.0
55.0,22,388.0,10.210526315789474,3.6628223809499203,22,522.0,0.18351903368131445,22,522.0
60.0,12,251.0,6.972222222222222,4.13232226586288,12,468.0,0.15363056180571938,12,468.0
65.0,10,267.0,6.512195121951219,7.374728992220007,10,372.0,0.34663983316248764,10,372.0
70.0,12,323.0,9.228571428571428,5.040357486615116,12,428.0,0.22642194762486303,12,428.0
75.0,19,406.0,9.902439024390244,4.451162313842651,19,511.0,0.3053721155013439,19,511.0
80.0,28,529.0,13.225,3.35884661445301,28,634.0,0.24232348207027576,28,634.0
85.0,27,330.0,7.173913043478261,2.491750234241296,27,639.0,0.17253789948471146,27,639.0
90.0,28,384.0,8.347826086956522,3.279224134980331,28,573.0,0.13556107771895953,28,573.0
95.0,29,389.0,7.78,3.3187205271173372,29,562.0,0.09904957751274993,29,562.0
100.0,22,306.0,6.375,3.862186994281849,22,549.0,0.13033098069146062,22,549.0
105.0,14,104.0,2.1666666666666665,4.84411719472548,14,493.0,0.23620412006907548,14,493.0
110.0,12,122.0,2.44,5.2514016994087545,12,448.0,0.2713856019534199,12,448.0
115.0,18,202.0,4.208333333333333,5.15516187189138,18,510.0,0.2487691181862032,18,510.0
120.0,22,252.0,5.361702127659575,2.9189050845268647,22,560.0,0.09468020610618662,22,560.0
125.0,36,402.0,8.553191489361701,2.270812118830993,36,710.0,0.09203239235957617,36,710.0
130.0,32,450.0,9.782608695652174,1.505354070772175,32,796.0,0.059345643187832184,32,796.0
135.0,28,414.0,8.625,3.3335739448260484,28,780.0,0.1473362109450726,28,780.0
140.0,18,352.0,7.04,3.933817528006523,18,778.0,0.14959395151638583,18,778.0
145.0,18,326.0,6.52,4.579147339383282,18,854.0,0.24287398754480466,18,854.0
150.0,14,348.0,6.6923076923076925,4.674303379372043,14,844.0,0.25729169314612954,14,844.0
155.0,14,382.0,7.64,4.253622424138697,14,758.0,0.2068140498658444,14,758.0
160.0,17,430.0,7.962962962962963,4.523615987972185,17,666.0,0.15284520369878477,17,666.0
165.0,16,497.0,10.142857142857142,3.7876558209165885,16,741.0,0.16413155364424212,16,741.0
170.0,24,596.0,12.16326530612245,3.3373038313680548,24,840.0,0.1647468914555094,24,840.0
175.0,26,310.0,6.458333333333333,2.4333462022273373,26,804.0,0.12586202445207403,26,804.0
180.0,27,247.0,4.94,2.6900259942159592,27,663.0,0.10345322691338717,27,663.0
185.0,32,297.0,5.303571428571429,3.399188205702702,32,743.0,0.13330732439786655,32,743.0
190.0,28,299.0,5.339285714285714,3.2282066016865136,28,757.0,0.12382823466221589,28,757.0
195.0,32,317.0,5.660714285714286,2.542366469183453,32,905.0,0.08914836720115554,32,905.0
200.0,30,383.0,7.226415094339623,1.3790704591251528,30,1059.0,0.0828331187239128,30,1059.0
205.0,36,523.0,9.685185185185185,1.1162383439858752,36,1217.0,0.08492594780424328,36,1217.0
210.0,36,621.0,10.706896551724139,1.1044496986018304,36,1301.0,0.07067869355198446,36,1301.0
215.0,32,675.0,11.637931034482758,2.0125004069990493,32,1295.0,0.060728288408321854,32,1295.0
220.0,28,547.0,8.044117647058824,4.024603852334714,28,1199.0,0.18962059315155314,28,1199.0
225.0,24,509.0,7.8307692307692305,4.062016585105546,24,1111.0,0.18287091690463655,24,1111.0
230.0,25,561.0,9.048387096774194,2.826400552983139,25,1145.0,0.12342785918035981,25,1145.0
