step,system_total_stopped,system_total_waiting_time,system_mean_waiting_time,system_mean_speed,t_stopped,t_accumulated_waiting_time,t_average_speed,agents_total_stopped,agents_total_accumulated_waiting_time
0.0,0,0.0,0.0,0.0,0,0.0,1.0,0,0.0
5.0,0,0.0,0.0,12.757012182158796,0,0.0,0.9408692652759392,0,0.0
10.0,0,0.0,0.0,12.651743205393752,0,0.0,0.9328387217381257,0,0.0
15.0,3,6.0,0.3333333333333333,6.860184870754495,3,6.0,0.39857306616558147,3,6.0
20.0,8,44.0,2.4444444444444446,6.793374298281893,8,44.0,0.37878126360923975,8,44.0
25.0,8,66.0,2.869565217391304,5.316593589478058,8,66.0,0.3238680492822135,8,66.0
30.0,12,125.0,6.25,4.556166623260238,12,125.0,0.29564179403140195,12,125.0
35.0,11,133.0,5.541666666666667,4.915650054458712,11,148.0,0.29001165092328973,11,148.0
40.0,12,193.0,6.892857142857143,5.703261083292361,12,193.0,0.2926425787913819,12,193.0
45.0,16,265.0,8.28125,6.242667553905015,16,265.0,0.3463129346761725,16,265.0
50.0,12,151.0,5.033333333333333,3.1872499672527512,12,267.0,0.17348718394020973,12,267.0
55.0,10,40.0,1.25,5.49900147350548,10,209.0,0.2955628934652456,10,209.0
60.0,6,38.0,1.1875,5.272744115891269,6,199.0,0.1851908320600116,6,199.0
65.0,12,83.0,2.515151515151515,5.203756424356794,12,244.0,0.2605655114240496,12,244.0
70.0,17,154.0,4.967741935483871,3.283534506224119,17,315.0,0.1362134333924993,17,315.0
75.0,20,158.0,4.051282051282051,4.624251710130511,20,361.0,0.304814721527776,20,361.0
80.0,22,266.0,6.82051282051282,4.569990586717375,22,427.0,0.2399319545779978,22,427.0
85.0,26,389.0,8.840909090909092,4.387763627919192,26,550.0,0.21844593558741443,26,550.0
90.0,33,536.0,13.4,1.4353379728766278,33,697.0,0.05460816681325817,33,697.0
95.0,36,710.0,16.904761904761905,1.2842841207066387,36,871.0,0.09905654253218209,36,871.0
100.0,34,663.0,15.068181818181818,1.1664595186635234,34,927.0,0.06465626861347554,34,927.0
105.0,26,473.0,10.063829787234043,3.1943081756647165,26,819.0,0.11891829442393509,26,819.0
110.0,26,357.0,6.611111111111111,4.077469763076605,26,938.0,0.18458655785593525,26,938.0
